domain,english,igbo
education,Now The student really is open. carefully.,nwa akwụkwọ meghere.
business,Grace sold the phone.,Grace rere ekwentị.
business,Grace really sold the phone. again.,Grace rere ekwentị.
government,Please The election was peaceful. immediately.,Ntuli aka gara nke ọma.
weather,Today The storm sometimes is changing. today.,oke ifufe na-agbanwe.
health,Quickly Emeka has fever. carefully.,Emeka nwere ahụ ọkụ.
government,Now The election was peaceful. immediately.,Ntuli aka gara nke ọma.
government,Today The election was peaceful. today.,Ntuli aka gara nke ọma.
general,The chair is fast.,oche ahụ dị ngwa ngwa.
general,Please The sometimes chair is fast. again.,oche ahụ dị ngwa ngwa.
technology,Grace uses a mouse.,Grace na-eji maụs.
technology,Kindly Grace always uses a mouse. carefully.,Grace na-eji maụs.
food,David cooked garri.,David siri garri.
food,Tomorrow David very cooked garri. carefully.,David siri garri.
education,Tomorrow The student often is open.,nwa akwụkwọ meghere.
food,Please Grace sometimes cooked garri.,Grace siri garri.
transportation,Kindly The motorcycle often arrived early. today.,ọkada rutere n'oge.
technology,Please The always computer is new.,kọmputa ahụ dị ọhụrụ.
food,Tomorrow Obinna always cooked cassava. today.,Obinna siri akpụ.
education,Kindly Every tailor always needs education. carefully.,onye akwa niile chọrọ agụmakwụkwọ.
transportation,Now The always road arrived early. immediately.,ụzọ rutere n'oge.
agriculture,Please The farmer often planted pepper. immediately.,Onye ọrụ ugbo kụrụ ose.
health,Quickly John visited often the hospital today. carefully.,John gara ụlọ ọgwụ taa.
education,Please The student always is open. now.,nwa akwụkwọ meghere.
general,Ada is a teacher.,Ada bụ onye nkuzi.
general,Now Ada really is a teacher. now.,Ada bụ onye nkuzi.
business,John bought beans.,John zụtara agwa.
business,John sometimes bought beans.,John zụtara agwa.
transportation,Please The sometimes motorcycle arrived early. today.,ọkada rutere n'oge.
technology,John repaired the hardware.,John rụziri họdụwia.
technology,Quickly John repaired often the hardware.,John rụziri họdụwia.
food,Now rice sometimes tastes good. immediately.,osikapa na-atọ ụtọ.
transportation,Chioma boarded a bicycle.,Chioma banyere igwe kwụ otu ebe.
transportation,Kindly Chioma boarded sometimes a bicycle. immediately.,Chioma banyere igwe kwụ otu ebe.
business,Kindly Ada always sold the computer. today.,Ada rere kọmputa.
general,Peter is a teacher.,Peter bụ onye nkuzi.
general,Quickly Peter very is a teacher. today.,Peter bụ onye nkuzi.
education,Emeka studies in the student. again.,Emeka na-amụ na nwa akwụkwọ.
education,Please Chinedu very studies in the library. again.,Chinedu na-amụ na ọba akwụkwọ.
government,Emeka met the senator.,Emeka zutere senetọ.
government,Quickly Emeka sometimes met the senator. now.,Emeka zutere senetọ.
government,Quickly The election very was peaceful. immediately.,Ntuli aka gara nke ọma.
technology,Please The very database is new. immediately.,ụlọ nchekwa data ahụ dị ọhụrụ.
government,Kindly The election often was peaceful. again.,Ntuli aka gara nke ọma.
weather,Quickly There really is weather today.,ihu igwe dị taa.
technology,Mary repaired the keyboard.,Mary rụziri kiibọdụ.
technology,Quickly Mary often repaired the keyboard. immediately.,Mary rụziri kiibọdụ.
technology,Tomorrow Emeka often uses a computer. immediately.,Emeka na-eji kọmputa.
education,Every soldier needs education.,onye agha niile chọrọ agụmakwụkwọ.
education,Kindly Every soldier very needs education. immediately.,onye agha niile chọrọ agụmakwụkwọ.
health,Please The doctor often treated malaria. today.,Dọkịta gwọrọ iba.
health,Mary has typhoid.,Mary nwere taịfọd.
health,Please Mary always has typhoid. immediately.,Mary nwere taịfọd.
general,Chioma sometimes lives in Abuja. again.,Chioma bi na Abuja.
health,Now The doctor often treated cholera.,Dọkịta gwọrọ kọlera.
technology,Grace uses a keyboard.,Grace na-eji kiibọdụ.
technology,Please Grace uses very a keyboard. today.,Grace na-eji kiibọdụ.
food,Chioma cooked bread.,Chioma siri achịcha.
food,Please Chioma often cooked bread. immediately.,Chioma siri achịcha.
transportation,Please John always travelled to Lagos. today.,John gara Lagos.
weather,Kindly There often is rain today. today.,mmiri ozuzo dị taa.
transportation,Now Emeka very boarded a road.,Emeka banyere ụzọ.
education,Tomorrow Every soldier really needs education. now.,onye agha niile chọrọ agụmakwụkwọ.
transportation,Today The bus sometimes arrived early. immediately.,bọs rutere n'oge.
technology,Today The sometimes website is new. now.,weebụsaịtị ahụ dị ọhụrụ.
weather,Tomorrow The wind always is changing.,ifufe na-agbanwe.
weather,Ada likes the rain.,Ada hụrụ mmiri ozuzo n'anya.
weather,Tomorrow Ada likes often the rain. now.,Ada hụrụ mmiri ozuzo n'anya.
agriculture,Grace harvested cassava.,Grace kpọrọ akpụ.
agriculture,Quickly Grace always harvested cassava.,Grace kpọrọ akpụ.
general,John has a computer.,John nwere kọmputa.
general,Now John has really a computer. immediately.,John nwere kọmputa.
health,Please David often has fever. carefully.,David nwere ahụ ọkụ.
government,Kindly The election sometimes announced a meeting. immediately.,ntuli aka kwupụtara nzukọ.
education,Now The school really is open. today.,ụlọ akwụkwọ meghere.
agriculture,Obinna harvested yam.,Obinna kpọrọ ji.
agriculture,Obinna sometimes harvested yam. carefully.,Obinna kpọrọ ji.
general,Peter lives really in Lagos. now.,Peter bi na Lagos.
education,Now Every mechanic sometimes needs education. immediately.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
weather,Quickly Mary likes really the weather. again.,Mary hụrụ ihu igwe n'anya.
general,Tomorrow Obinna has always a chair.,Obinna nwere oche.
government,Please The election was peaceful. today.,Ntuli aka gara nke ọma.
transportation,Kindly Obinna boarded often a car. today.,Obinna banyere ụgbọala.
government,Grace met the government.,Grace zutere gọọmenti.
government,Quickly Grace met very the government. immediately.,Grace zutere gọọmenti.
education,Chinedu studies in the examination.,Chinedu na-amụ na ule.
food,Now Chioma ate cassava. today.,Chioma riri akpụ.
general,Ada lives in Nigeria.,Ada bi na Naịjirịa.
general,Ada really lives in Nigeria. again.,Ada bi na Naịjirịa.
weather,Today There is wind today. now.,ifufe dị taa.
technology,Quickly The mouse sometimes is new. today.,maụs ahụ dị ọhụrụ.
food,Kindly David very ate yam. today.,David riri ji.
education,Today John always studies in the examination. today.,John na-amụ na ule.
business,Today Ada really sold the chair. again.,Ada rere oche.
government,Today The election always was peaceful. immediately.,Ntuli aka gara nke ọma.
general,Kindly Chinedu always works quickly. again.,Chinedu na-arụ ọrụ ngwa ngwa.
business,Grace sold the phone. today.,Grace rere ekwentị.
technology,Kindly The always software is new. now.,sọftụwia ahụ dị ọhụrụ.
agriculture,Quickly Obinna sometimes harvested rice. immediately.,Obinna kpọrọ osikapa.
technology,David uses always a computer.,David na-eji kọmputa.
government,Please The always senator announced a meeting. now.,senetọ kwupụtara nzukọ.
technology,Chioma repaired the computer.,Chioma rụziri kọmputa.
technology,Tomorrow Chioma repaired always the computer. immediately.,Chioma rụziri kọmputa.
education,Kindly The teacher often is open. now.,onye nkuzi meghere.
general,Mary will eat tomorrow.,Mary ga rie echi.
general,Kindly Mary really will eat tomorrow. carefully.,Mary ga rie echi.
education,Ada studies in the assignment.,Ada na-amụ na ọrụ ụlọ.
education,Kindly Ada studies in the assignment. carefully.,Ada na-amụ na ọrụ ụlọ.
weather,Ada likes the storm.,Ada hụrụ oke ifufe n'anya.
weather,Kindly Ada always likes the storm. immediately.,Ada hụrụ oke ifufe n'anya.
general,Chinedu will write tomorrow.,Chinedu ga dee echi.
general,Chinedu will really write tomorrow. now.,Chinedu ga dee echi.
general,Grace lives in Enugu.,Grace bi na Enugu.
general,Grace very lives in Enugu. today.,Grace bi na Enugu.
agriculture,pepper often grows well. immediately.,ose na-eto nke ọma.
business,Please The trader visited Lagos. immediately.,Onye ahịa gara Lagos.
education,Grace studies in the classroom.,Grace na-amụ na ụlọ klas.
education,Kindly Grace studies in often the classroom. today.,Grace na-amụ na ụlọ klas.
weather,Kindly The weather always is changing. today.,ihu igwe na-agbanwe.
general,John will buy tomorrow.,John ga zụ echi.
general,Now John often will buy tomorrow. immediately.,John ga zụ echi.
weather,Chioma always likes the storm. today.,Chioma hụrụ oke ifufe n'anya.
transportation,Kindly Ada travelled often to Kano. again.,Ada gara Kano.
food,Now meat tastes good. today.,anụ na-atọ ụtọ.
transportation,Peter boarded a bicycle.,Peter banyere igwe kwụ otu ebe.
transportation,Please Peter boarded very a bicycle. again.,Peter banyere igwe kwụ otu ebe.
general,Peter has a computer.,Peter nwere kọmputa.
general,Now Peter sometimes has a computer. now.,Peter nwere kọmputa.
education,Tomorrow Emeka very studies in the library. now.,Emeka na-amụ na ọba akwụkwọ.
business,Today The often trader visited Enugu. now.,Onye ahịa gara Enugu.
food,Obinna cooked egg.,Obinna siri akwa.
food,Obinna very cooked egg. carefully.,Obinna siri akwa.
business,Quickly Chinedu very bought egg.,Chinedu zụtara akwa.
education,Today Mary studies in really the library. today.,Mary na-amụ na ọba akwụkwọ.
agriculture,Peter harvested cassava.,Peter kpọrọ akpụ.
agriculture,Quickly Peter very harvested cassava. now.,Peter kpọrọ akpụ.
weather,Kindly There is often wind today. immediately.,ifufe dị taa.
government,Please The very election announced a meeting. carefully.,ntuli aka kwupụtara nzukọ.
government,Now The really governor announced a meeting. today.,gọvanọ kwupụtara nzukọ.
government,Today The minister announced a meeting. again.,mịnista kwupụtara nzukọ.
weather,John likes the rain.,John hụrụ mmiri ozuzo n'anya.
weather,Kindly John likes always the rain. again.,John hụrụ mmiri ozuzo n'anya.
food,Mary ate bread.,Mary riri achịcha.
food,Mary often ate bread.,Mary riri achịcha.
agriculture,The always farmer planted rice. immediately.,Onye ọrụ ugbo kụrụ osikapa.
technology,Chinedu uses a website.,Chinedu na-eji weebụsaịtị.
technology,Kindly Chinedu uses always a website. now.,Chinedu na-eji weebụsaịtị.
food,Ada ate fish.,Ada riri azụ.
food,Kindly Ada ate fish. today.,Ada riri azụ.
food,Chioma ate fish.,Chioma riri azụ.
food,Now Chioma always ate fish. immediately.,Chioma riri azụ.
business,Chioma sold the table.,Chioma rere tebụl.
business,Tomorrow Chioma sold often the table. today.,Chioma rere tebụl.
education,Now Every very doctor needs education. again.,dọkịta niile chọrọ agụmakwụkwọ.
agriculture,Kindly Mary harvested tomato. immediately.,Mary kpọrọ tomato.
health,The doctor treated diabetes. carefully.,Dọkịta gwọrọ shuga.
general,Quickly The table always is new. immediately.,tebụl ahụ dị ọhụrụ.
transportation,Grace travelled to Abuja.,Grace gara Abuja.
transportation,Today Grace really travelled to Abuja. again.,Grace gara Abuja.
education,Grace studies in the examination.,Grace na-amụ na ule.
education,Today Grace studies in the examination. carefully.,Grace na-amụ na ule.
transportation,Kindly The road really arrived early. immediately.,ụzọ rutere n'oge.
business,Emeka sold the bag.,Emeka rere akpa.
business,Tomorrow Emeka often sold the bag. carefully.,Emeka rere akpa.
business,Chinedu sold the table.,Chinedu rere tebụl.
business,Today Chinedu sold sometimes the table. today.,Chinedu rere tebụl.
transportation,Now Mary boarded a bus. again.,Mary banyere bọs.
agriculture,Quickly The farmer planted vegetable. today.,Onye ọrụ ugbo kụrụ akwukwo nri.
health,Quickly Emeka really has typhoid. again.,Emeka nwere taịfọd.
education,Chinedu studies in the student.,Chinedu na-amụ na nwa akwụkwọ.
education,Tomorrow Chinedu often studies in the student.,Chinedu na-amụ na nwa akwụkwọ.
weather,John likes the wind.,John hụrụ ifufe n'anya.
weather,Tomorrow John sometimes likes the wind. again.,John hụrụ ifufe n'anya.
technology,Mary repaired the hardware.,Mary rụziri họdụwia.
technology,Today Mary repaired the hardware. today.,Mary rụziri họdụwia.
education,Now Every teacher often needs education. again.,onye nkuzi niile chọrọ agụmakwụkwọ.
agriculture,Kindly cocoyam really grows well. immediately.,ede na-eto nke ọma.
technology,Chinedu repaired the website.,Chinedu rụziri weebụsaịtị.
technology,Please Chinedu repaired the website. immediately.,Chinedu rụziri weebụsaịtị.
business,Quickly The trader really visited Kano. today.,Onye ahịa gara Kano.
government,Please The often election was peaceful. now.,Ntuli aka gara nke ọma.
health,Kindly The really doctor treated flu. carefully.,Dọkịta gwọrọ oyi.
general,Quickly John very lives in Enugu. carefully.,John bi na Enugu.
business,Tomorrow Obinna often bought soup.,Obinna zụtara ofe.
transportation,Please The always bus arrived early. carefully.,bọs rutere n'oge.
government,Tomorrow The election sometimes was peaceful. immediately.,Ntuli aka gara nke ọma.
